Briniamaro,Briniamaro,10.7411,2.0731,Benin,BJ,BEN,Atacora,,14751,1204210282
Onklou,Onklou,9.5000,1.9833,Benin,BJ,BEN,Donga,,14693,1204898832
Atomé-Avégamé,Atome-Avegame,7.2333,1.6500,Benin,BJ,BEN,Couffo,,13582,1204148297
Gomparou,Gomparou,11.3000,2.4489,Benin,BJ,BEN,Alibori,,12934,1204353834
Ouédo-Aguéko,Ouedo-Agueko,6.4963,2.4268,Benin,BJ,BEN,Atlantique,,10610,1204089947
Sokouhoué,Sokouhoue,6.9000,1.6667,Benin,BJ,BEN,Couffo,,11998,1204283045
Gbanhi,Gbanhi,8.4497,2.4737,Benin,BJ,BEN,Collines,,12045,1204877914
Gbéroubouè,Gberouboue,10.5333,2.7333,Benin,BJ,BEN,Borgou,,11846,1204150052
Niémasson,Niemasson,10.3078,2.0378,Benin,BJ,BEN,Atacora,,11069,1204862347
Lonkly,Lonkly,7.1333,1.6833,Benin,BJ,BEN,Couffo,,10445,1204106600
Lagbé,Lagbe,6.6833,2.6833,Benin,BJ,BEN,Plateau,,9138,1204458286
Adjido,Adjido,7.0333,1.9833,Benin,BJ,BEN,Zou,,9064,1204261939
Locogahoué,Locogahoue,6.8000,1.7830,Benin,BJ,BEN,Couffo,,8567,1204156851
Sonsoro,Sonsoro,11.0875,2.7597,Benin,BJ,BEN,Alibori,,9501,1204182952
Sokotindji,Sokotindji,10.8528,3.4297,Benin,BJ,BEN,Alibori,,9493,1204682883
Takouta,Takouta,10.3000,1.2000,Benin,BJ,BEN,Atacora,,8811,1204727932
Mousoulou,Mousoulou,7.3899,1.9367,Benin,BJ,BEN,Zou,,8806,1204568655
Euriápolis,Euriapolis,-16.3778,-39.5800,Brazil,BR,BRA,Bahia,,113191,1076770753
Peritoró,Peritoro,-4.3828,-44.3328,Brazil,BR,BRA,Maranhão,,21201,1076656373
São João dos Poleiros,Sao Joao dos Poleiros,-5.1139,-43.8100,Brazil,BR,BRA,Maranhão,,17238,1076115863
Jataúba,Jatauba,-7.9900,-36.4958,Brazil,BR,BRA,Pernambuco,,15819,1076599725
Ribeiro do Amparo,Ribeiro do Amparo,-11.0469,-38.4328,Brazil,BR,BRA,Bahia,,15269,1076783278
Itapuí,Itapui,-22.2333,-48.7192,Brazil,BR,BRA,São Paulo,,13328,1076494773
Orocó,Oroco,-8.6200,-39.6019,Brazil,BR,BRA,Pernambuco,,13180,1076142710
Tacaimbó,Tacaimbo,-8.3158,-36.2928,Brazil,BR,BRA,Pernambuco,,12725,1076203896
Riolândia,Riolandia,-19.9900,-49.6808,Brazil,BR,BRA,São Paulo,,11766,1076627058
Ilicínia,Ilicinia,-20.9358,-45.8328,Brazil,BR,BRA,Minas Gerais,,11488,1076436204
Seberi,Seberi,-27.4778,-53.4028,Brazil,BR,BRA,Rio Grande do Sul,,10713,1076857463
Cajapió,Cajapio,-2.9667,-44.8000,Brazil,BR,BRA,Rio Grande do Norte,,10593,1076410776
Paricônia,Pariconia,-9.2539,-38.0058,Brazil,BR,BRA,Alagoas,,10539,1076791574
Baraçlândia,Baraclandia,-7.2050,-47.7569,Brazil,BR,BRA,Tocantins,,10424,1076591909
Itatiaiuçu,Itatiaiucu,-20.1969,-44.4208,Brazil,BR,BRA,Minas Gerais,,9928,1076406808
Umburetama,Umburetama,-7.6958,-35.6639,Brazil,BR,BRA,Pernambuco,,9889,1076928372
Constantina,Constantina,-27.7350,-52.9919,Brazil,BR,BRA,Rio Grande do Sul,,9752,1076797268
Catuípe,Catuipe,-28.2500,-54.0119,Brazil,BR,BRA,Rio Grande do Sul,,8701,1076092018
Guaraçaí,Guaracai,-21.0283,-51.2067,Brazil,BR,BRA,São Paulo,,8525,1076853685
Vili,Vili,12.2833,-2.2167,Burkina Faso,BF,BFA,Centre-Ouest,,20914,1854996122
Béna,Bena,12.0804,-4.1890,Burkina Faso,BF,BFA,Boucle du Mouhoun,,11963,1854971765
Bamumkumbit,Bamumkumbit,5.8167,10.4167,Cameroon,CM,CMR,Ouest,,20000,1120980462
Yakossi,Yakossi,5.6170,23.3167,Central African Republic,CF,CAF,Mbomou,,500,1140246753
Déressia,Deressia,9.7603,16.2697,Chad,TD,TCD,Tandjilé,,50113,1148460531
Pala Oua,Pala Oua,9.3500,14.9667,Chad,TD,TCD,Mayo-Kebbi-Ouest,,38975,1148631807
Xiaoganzhan,Xiaoganzhan,30.9273,113.9110,China,CN,CHN,Hubei,,4921000,1156002290
Jiangguanchi,Jiangguanchi,34.0244,113.8201,China,CN,CHN,Henan,minor,4379998,1156235735
Rongjiawan,Rongjiawan,29.1409,113.1087,China,CN,CHN,Hunan,minor,826000,1156795164
Zijinglu,Zijinglu,34.7513,112.9854,China,CN,CHN,Henan,minor,807857,1156086381
Sizhan,Sizhan,39.0099,106.3694,China,CN,CHN,Ningxia,,751389,1156450911
Miluo Chengguanzhen,Miluo Chengguanzhen,28.8049,113.0745,China,CN,CHN,Hunan,minor,692080,1156690651
Lingbao Chengguanzhen,Lingbao Chengguanzhen,34.5221,110.8786,China,CN,CHN,Henan,minor,656571,1156837145
Ailan Mubage,Ailan Mubage,43.9080,81.2777,China,CN,CHN,Xinjiang,minor,526745,1156279608
Dengtacun,Dengtacun,41.4237,123.3203,China,CN,CHN,Liaoning,,496122,1156096868
Suoluntun,Suoluntun,45.2279,124.8432,China,CN,CHN,Jilin,,495900,1156764587
Jiaojiangcun,Jiaojiangcun,28.6804,121.4500,China,CN,CHN,Zhejiang,,471500,1156812073
Huili Chengguanzhen,Huili Chengguanzhen,26.6614,102.2469,China,CN,CHN,Sichuan,minor,430066,1156149320
Beichengqu,Beichengqu,40.4348,113.1565,China,CN,CHN,Inner Mongolia,minor,245608,1156401666
Diaobingshancun,Diaobingshancun,42.4391,123.5426,China,CN,CHN,Liaoning,,241431,1156893347
Wayaobu,Wayaobu,37.1398,109.6711,China,CN,CHN,Shaanxi,,216910,1156408502
Tiantoujiao,Tiantoujiao,23.0236,114.0927,China,CN,CHN,Guangdong,,166774,1156753422
Shizhaobi,Shizhaobi,23.9210,115.7774,China,CN,CHN,Guangdong,,140493,1156898106
Yunxian Chengguanzhen,Yunxian Chengguanzhen,32.8082,110.8136,China,CN,CHN,Hubei,minor,133558,1156455844
Mabacun,Mabacun,24.6807,113.5936,China,CN,CHN,Guangdong,,134396,1156313617
Zhangmu Touwei,Zhangmu Touwei,22.9078,114.0603,China,CN,CHN,Guangdong,,132816,1156040158
Nanqiaotou,Nanqiaotou,22.7217,113.2926,China,CN,CHN,Guangdong,,130370,1156513218
Gexianzhuang,Gexianzhuang,37.0694,115.6591,China,CN,CHN,Hebei,,122917,1156124522
Xuqiaocun,Xuqiaocun,30.4355,120.3645,China,CN,CHN,Zhejiang,,118263,1156372212
Xishancun,Xishancun,23.6014,116.3257,China,CN,CHN,Guangdong,,108592,1156055006
Fugangcun,Fugangcun,23.5899,116.5924,China,CN,CHN,Guangdong,,102012,1156010739
Mengdingjie,Mengdingjie,23.5517,99.0653,China,CN,CHN,Yunnan,,102992,1156696271
Mositai,Mositai,45.5266,119.6506,China,CN,CHN,Inner Mongolia,minor,102214,1156252271
Daxincun,Daxincun,38.4427,106.3110,China,CN,CHN,Ningxia,,76536,1156044428
Xishancun,Xishancun,23.2589,116.2388,China,CN,CHN,Guangdong,,83822,1156026460
Liuhu,Liuhu,35.5449,106.6801,China,CN,CHN,Gansu,,47442,1156989557
Matoupu,Matoupu,38.3198,114.7207,China,CN,CHN,Hebei,,40010,1156275236
Shangzhuangcun,Shangzhuangcun,23.5226,116.7134,China,CN,CHN,Guangdong,,35570,1156095214
Beidaying,Beidaying,39.9686,119.5515,China,CN,CHN,Hebei,,31139,1156141116
Xiongzhou,Xiongzhou,38.9786,116.0730,China,CN,CHN,Hebei,,99693,1156059092
Longkeng,Longkeng,24.0341,112.0391,China,CN,CHN,Guangdong,,95881,1156881067
Pingyuanjie,Pingyuanjie,23.7472,103.7610,China,CN,CHN,Yunnan,,88103,1156222378
Shuangshuicun,Shuangshuicun,22.4356,112.9964,China,CN,CHN,Guangdong,,87295,1156552883
Wutiancun,Wutiancun,23.1852,116.4757,China,CN,CHN,Guangdong,,82986,1156219199
Kongjiazhuangcun,Kongjiazhuangcun,40.7536,114.7237,China,CN,CHN,Hebei,,81909,1156579045
Puqiancun,Puqiancun,23.5723,114.6122,China,CN,CHN,Guangdong,,75006,1156538844
Nanfengcun,Nanfengcun,23.7460,111.7966,China,CN,CHN,Guangdong,,71479,1156559294
Shangchuankou,Shangchuankou,36.3283,102.8015,China,CN,CHN,Qinghai,,69252,1156075077
Chengjiao Chengguanzhen,Chengjiao Chengguanzhen,34.4362,104.0306,China,CN,CHN,Gansu,minor,67826,1156556377
Lushar,Lushar,36.4971,101.5640,China,CN,CHN,Qinghai,minor,67153,1156481548
Xieqiaocun,Xieqiaocun,30.4973,120.6106,China,CN,CHN,Zhejiang,,65473,1156379681
Yanguancun,Yanguancun,30.4541,120.5545,China,CN,CHN,Zhejiang,,57609,1156379667
Gengzhuangqiao,Gengzhuangqiao,37.4453,114.9804,China,CN,CHN,Hebei,,57617,1156111959
Siliancun,Siliancun,22.7155,111.3163,China,CN,CHN,Guangdong,,55642,1156569305
Songlindian,Songlindian,39.4100,115.9235,China,CN,CHN,Hebei,,54467,1156220677
Huaishu,Huaishu,38.0828,115.0591,China,CN,CHN,Hebei,,54246,1156876312
Yaozhuangcun,Yaozhuangcun,30.9113,120.9573,China,CN,CHN,Zhejiang,,52619,1156378476
Qabqa,Qabqa,36.2667,100.6167,China,CN,CHN,Qinghai,minor,52500,1156130786
Wangjiazhai,Wangjiazhai,26.6895,104.8043,China,CN,CHN,Guizhou,,51869,1156886657
Shimencun,Shimencun,30.6263,120.4409,China,CN,CHN,Zhejiang,,51021,1156373452
Zongshizhuang,Zongshizhuang,37.8615,115.0575,China,CN,CHN,Hebei,,49014,1156309619
Wofotang,Wofotang,38.6190,116.2681,China,CN,CHN,Hebei,,48986,1156126891
Jiashizhuang,Jiashizhuang,37.8683,114.9478,China,CN,CHN,Hebei,,48274,1156215171
Donglizhuang,Donglizhuang,37.9351,115.0838,China,CN,CHN,Hebei,,48686,1156167743
Pangkou,Pangkou,38.6457,115.9438,China,CN,CHN,Hebei,,47139,1156758307
Wangtan,Wangtan,39.2847,118.9800,China,CN,CHN,Hebei,,46645,1156210973
Nanzhuangzhen,Nanzhuangzhen,23.7210,102.8231,China,CN,CHN,Yunnan,,46696,1156267546
Caiguantun,Caiguantun,26.3363,105.9841,China,CN,CHN,Guizhou,,45580,1156519374
Nongzhangjie,Nongzhangjie,24.6160,97.8818,China,CN,CHN,Yunnan,,45270,1156153887
Beiwanglizhen,Beiwanglizhen,37.7604,114.6373,China,CN,CHN,Hebei,,44112,1156215530
Tangjiacun,Tangjiacun,20.8425,109.8469,China,CN,CHN,Guangdong,,44684,1156505609
Houbu,Houbu,36.4370,112.9794,China,CN,CHN,Shanxi,,44360,1156137924
Qingfengdian,Qingfengdian,38.6084,115.0568,China,CN,CHN,Hebei,,43703,1156064987
Tuodian,Tuodian,24.6907,101.6382,China,CN,CHN,Yunnan,minor,44265,1156038006
Jinku,Jinku,23.0398,112.5099,China,CN,CHN,Guangdong,,43623,1156058819
Yutiancun,Yutiancun,25.8747,119.4578,China,CN,CHN,Fujian,,43358,1156469124
Khutubi,Khutubi,44.1874,86.8946,China,CN,CHN,Xinjiang,minor,43127,1156223183
Nandazhang,Nandazhang,38.1031,114.7582,China,CN,CHN,Hebei,,42934,1156256678
Xihuachi,Xihuachi,35.8164,108.0125,China,CN,CHN,Gansu,minor,43338,1156440328
Shuilou,Shuilou,22.3360,112.7929,China,CN,CHN,Guangdong,,42578,1156489508
Yangcunzai,Yangcunzai,23.4338,114.4664,China,CN,CHN,Guangdong,,41958,1156087224
Litian Gezhuang,Litian Gezhuang,39.8151,119.0219,China,CN,CHN,Hebei,,41676,1156516148
Hongfengcun,Hongfengcun,21.9231,111.9329,China,CN,CHN,Guangdong,,40985,1156556630
Gaolincun,Gaolincun,39.0887,115.6617,China,CN,CHN,Hebei,,40729,1156112859
Tanxia,Tanxia,23.9475,115.5361,China,CN,CHN,Guangdong,,41181,1156351090
Tiegan,Tiegan,38.1536,115.3248,China,CN,CHN,Hebei,,40683,1156343188
Yingzhou Linchang,Yingzhou Linchang,18.4199,109.8553,China,CN,CHN,Hainan,,40925,1156474301
Zhujiezhen,Zhujiezhen,23.7460,104.8990,China,CN,CHN,Yunnan,,40623,1156968894
Lishaocun,Lishaocun,22.7236,111.4607,China,CN,CHN,Guangdong,,39966,1156554170
Sungandiancun,Sungandiancun,36.2221,115.3246,China,CN,CHN,Hebei,,38542,1156441211
Dengtangcun,Dengtangcun,23.6821,116.5259,China,CN,CHN,Guangdong,,37983,1156077238
Jelilyüzi,Jelilyuzi,43.9749,81.5328,China,CN,CHN,Xinjiang,,37238,1156123923
Pingxiangcheng,Pingxiangcheng,36.9819,114.9131,China,CN,CHN,Hebei,,36907,1156803828
Baishi Airikecun,Baishi Airikecun,40.8035,80.3700,China,CN,CHN,Xinjiang,,36982,1156424093
Zuojiawu,Zuojiawu,39.9514,118.1511,China,CN,CHN,Hebei,,36843,1156913356
Nanshuicun,Nanshuicun,22.0316,113.2358,China,CN,CHN,Guangdong,,36962,1156561157
Elixku,Elixku,38.6803,77.3106,China,CN,CHN,Xinjiang,,36793,1156223089
Yejituo,Yejituo,39.8634,118.6645,China,CN,CHN,Hebei,,36218,1156489268
Zhaoqiao,Zhaoqiao,37.9398,115.9499,China,CN,CHN,Hebei,,36123,1156170146
Danihe,Danihe,39.8489,119.4210,China,CN,CHN,Hebei,,36313,1156564842
Bulicun,Bulicun,24.3657,116.2726,China,CN,CHN,Guangdong,,36526,1156493287
Tilingzhai,Tilingzhai,40.2353,118.5282,China,CN,CHN,Hebei,,35197,1156620851
Nanzhiqiu,Nanzhiqiu,37.7492,115.2357,China,CN,CHN,Hebei,,35165,1156899967
Shenjiabang,Shenjiabang,30.5783,120.8193,China,CN,CHN,Zhejiang,,34963,1156480578
Zhangzhengqiao,Zhangzhengqiao,38.4042,106.3567,China,CN,CHN,Ningxia,,34256,1156241639
Songcaozhen,Songcaozhen,37.7562,114.5834,China,CN,CHN,Hebei,,33601,1156982964
Youwangjie,Youwangjie,24.8695,99.1067,China,CN,CHN,Yunnan,,33978,1156155003
Puqiancun,Puqiancun,20.0263,110.5780,China,CN,CHN,Hainan,,34027,1156572519
Xiadian,Xiadian,39.9435,116.9120,China,CN,CHN,Hebei,,32686,1156209154
Lianmuqin Kancun,Lianmuqin Kancun,42.8833,89.9333,China,CN,CHN,Xinjiang,,33635,1156426270
Shaliuhe,Shaliuhe,39.8728,117.9390,China,CN,CHN,Hebei,,32778,1156835618
Shalingzicun,Shalingzicun,40.6807,114.9205,China,CN,CHN,Hebei,,32960,1156575136
Rencun,Rencun,22.6585,112.3674,China,CN,CHN,Guangdong,,32942,1156561656
Beixinzhuang,Beixinzhuang,38.7914,116.0917,China,CN,CHN,Hebei,,31876,1156348914
Zangang,Zangang,39.0524,116.2017,China,CN,CHN,Hebei,,31671,1156273914
Menglie,Menglie,22.5833,101.8660,China,CN,CHN,Yunnan,minor,32306,1156955601
Xangda,Xangda,32.2056,96.4751,China,CN,CHN,Qinghai,minor,32175,1156944769
Shahedian,Shahedian,37.6546,114.7392,China,CN,CHN,Hebei,,31370,1156635202
Fengrenxu,Fengrenxu,24.1757,115.3271,China,CN,CHN,Guangdong,,30324,1156616040
Wanghong Yidui,Wanghong Yidui,38.1993,106.2284,China,CN,CHN,Ningxia,,30943,1156534005
Wenxian Chengguanzhen,Wenxian Chengguanzhen,32.9421,104.6870,China,CN,CHN,Gansu,minor,31339,1156390767
Taozhuangcun,Taozhuangcun,30.9694,120.8095,China,CN,CHN,Zhejiang,,30595,1156378488
Yingshouyingzi,Yingshouyingzi,40.5451,117.6560,China,CN,CHN,Hebei,minor,29664,1156329428
Xinzhaidian,Xinzhaidian,37.8136,114.7144,China,CN,CHN,Hebei,,30025,1156013645
Daheba,Daheba,28.0259,106.4134,China,CN,CHN,Guizhou,,30197,1156120096
Shibancun,Shibancun,22.1539,110.7082,China,CN,CHN,Guangdong,,29812,1156653418
Yong’ancun,Yong'ancun,23.1788,112.6904,China,CN,CHN,Guangdong,,29732,1156571191
Shuangtian,Shuangtian,22.8640,114.5443,China,CN,CHN,Guangdong,,29276,1156939315
Tanglou,Tanglou,22.1888,110.8710,China,CN,CHN,Guangdong,,28718,1156311977
Toqsu,Toqsu,41.5417,82.6040,China,CN,CHN,Xinjiang,minor,27454,1156163332
Heshancun,Heshancun,30.6344,120.3637,China,CN,CHN,Zhejiang,,28191,1156372416
Zhonghechang,Zhonghechang,27.8886,107.2531,China,CN,CHN,Guizhou,,28745,1156256442
Laoaoba,Laoaoba,26.8377,105.5292,China,CN,CHN,Guizhou,,28595,1156161916
Zhailuo,Zhailuo,26.8794,105.3081,China,CN,CHN,Guizhou,,28463,1156122398
Baishaling,Baishaling,24.0950,113.7591,China,CN,CHN,Guangdong,,28419,1156761418
Huanghuajing,Huanghuajing,24.1989,112.9104,China,CN,CHN,Guangdong,,28282,1156276532
Uchturpan,Uchturpan,41.2136,79.2319,China,CN,CHN,Xinjiang,minor,27836,1156052031
Niuchangqiao,Niuchangqiao,26.6247,106.0077,China,CN,CHN,Guizhou,,27651,1156561910
Gabasumdo,Gabasumdo,35.2554,100.5693,China,CN,CHN,Qinghai,minor,27742,1156270760
Zongdi,Zongdi,25.5909,106.3163,China,CN,CHN,Guizhou,,27651,1156725646
Tongyangdao,Tongyangdao,41.7676,109.9711,China,CN,CHN,Inner Mongolia,minor,27476,1156031592
Manbengtang,Manbengtang,22.0896,100.8931,China,CN,CHN,Yunnan,,27448,1156707030
Liqizhuang,Liqizhuang,39.9703,117.0013,China,CN,CHN,Hebei,,26667,1156069739
Zuitou,Zuitou,34.0622,107.3127,China,CN,CHN,Shaanxi,minor,26948,1156397431
Chuimatan,Chuimatan,35.7166,102.8771,China,CN,CHN,Gansu,minor,26044,1156604134
Shangxiao,Shangxiao,35.4969,107.4914,China,CN,CHN,Gansu,,26686,1156308697
Chuanliaocun,Chuanliaocun,28.2611,120.2106,China,CN,CHN,Zhejiang,,26602,1156374827
Yuanyangzhen,Yuanyangzhen,34.7847,104.7762,China,CN,CHN,Gansu,,26352,1156163479
Zhaicun,Zhaicun,22.6174,112.6275,China,CN,CHN,Guangdong,,26254,1156600491
Lilancheng,Lilancheng,39.2011,116.7169,China,CN,CHN,Hebei,,25322,1156159837
Bangzha,Bangzha,24.8345,104.6721,China,CN,CHN,Guizhou,,26027,1156734177
Dengjiazhuang,Dengjiazhuang,37.7051,115.7883,China,CN,CHN,Hebei,,26081,1156534159
Fengruncun,Fengruncun,34.8537,109.8283,China,CN,CHN,Shaanxi,,25236,1156760227
Wumayingcun,Wumayingcun,38.0094,116.8032,China,CN,CHN,Hebei,,25220,1156529040
Dalupo,Dalupo,19.3908,110.4662,China,CN,CHN,Hainan,,24923,1156159705
Malanguan,Malanguan,40.1873,117.6956,China,CN,CHN,Hebei,,24569,1156614706
Dongxiaozhai,Dongxiaozhai,40.1149,118.1375,China,CN,CHN,Hebei,,24495,1156890376
Hujiachi,Hujiachi,37.8917,115.7110,China,CN,CHN,Hebei,,24105,1156497973
Qiaomaichuan,Qiaomaichuan,39.7866,113.8239,China,CN,CHN,Shanxi,,24233,1156487658
Baiheqiao,Baiheqiao,22.9764,103.7982,China,CN,CHN,Yunnan,,24113,1156362779
Suonan,Suonan,35.6634,103.3923,China,CN,CHN,Gansu,minor,23499,1156421160
Hoh Ereg,Hoh Ereg,41.0955,111.4408,China,CN,CHN,Inner Mongolia,minor,23776,1156060937
Nanxingguo,Nanxingguo,37.6306,114.4857,China,CN,CHN,Hebei,,23623,1156910412
Bazhajiemicun,Bazhajiemicun,38.8967,77.6529,China,CN,CHN,Xinjiang,,23308,1156091216
Gaojiayingcun,Gaojiayingcun,40.8814,114.9662,China,CN,CHN,Hebei,,23784,1156556102
Neihuzhai,Neihuzhai,22.9745,115.8343,China,CN,CHN,Guangdong,,23126,1156546650
Huaibaijie,Huaibaijie,35.7056,109.5855,China,CN,CHN,Shaanxi,,22935,1156051925
Beixingzhuang,Beixingzhuang,35.7033,111.1029,China,CN,CHN,Shanxi,,22682,1156979818
Chankou,Chankou,35.7754,104.5345,China,CN,CHN,Gansu,,22273,1156838063
Banbishancun,Banbishancun,40.3700,117.9317,China,CN,CHN,Hebei,,22029,1156558840
Caojiachuan,Caojiachuan,34.9016,111.5210,China,CN,CHN,Shanxi,,22100,1156192443
Luofa,Luofa,39.4343,116.8386,China,CN,CHN,Hebei,,21369,1156560570
Yaojiafen,Yaojiafen,40.7158,114.8733,China,CN,CHN,Hebei,,21726,1156288547
Youganning,Youganning,34.7356,101.5978,China,CN,CHN,Qinghai,minor,21323,1156189202
Xinnongcun,Xinnongcun,42.2357,122.9455,China,CN,CHN,Liaoning,,21060,1156235883
Hanmayingcun,Hanmayingcun,41.2636,117.8596,China,CN,CHN,Hebei,,20713,1156451257
Qagan Us,Qagan Us,36.3972,98.0122,China,CN,CHN,Qinghai,minor,20570,1156989781
Diguapo,Diguapo,25.6988,104.9614,China,CN,CHN,Guizhou,,20049,1156521848
Zhaodianzi,Zhaodianzi,39.9373,118.6401,China,CN,CHN,Hebei,,19766,1156421374
Guantiankan,Guantiankan,28.2966,106.6083,China,CN,CHN,Guizhou,,19665,1156099886
Hushihacun,Hushihacun,40.8899,116.9870,China,CN,CHN,Hebei,,19495,1156575613
Heishanzuicun,Heishanzuicun,41.0354,116.9304,China,CN,CHN,Hebei,,19370,1156450538
Magitang,Magitang,35.9386,102.0297,China,CN,CHN,Qinghai,minor,19226,1156042270
Heishuikeng,Heishuikeng,37.7905,110.5711,China,CN,CHN,Shaanxi,,19357,1156825716
Tangbian,Tangbian,25.6539,106.7793,China,CN,CHN,Guizhou,,19335,1156223007
Mingjiujie,Mingjiujie,23.4558,103.6522,China,CN,CHN,Yunnan,,19330,1156341002
Jiaoxiyakou,Jiaoxiyakou,26.1274,102.4502,China,CN,CHN,Yunnan,minor,18894,1156159282
Gangwuzhen,Gangwuzhen,25.9644,105.3376,China,CN,CHN,Guizhou,,18130,1156079601
Matigou,Matigou,37.6043,109.9024,China,CN,CHN,Shaanxi,,18024,1156281787
Miaojiaping,Miaojiaping,37.5777,110.0658,China,CN,CHN,Shaanxi,,17689,1156026056
Dingjiagouxiang,Dingjiagouxiang,35.5307,105.0207,China,CN,CHN,Gansu,,17639,1156074860
Chedaopo,Chedaopo,36.4008,106.7351,China,CN,CHN,Gansu,,17608,1156042297
Dijiasuoxiang,Dijiasuoxiang,35.6883,105.2586,China,CN,CHN,Gansu,,17320,1156379414
